product_name,route,country,holder,pv_file_location,pv_email,pv_phone
Anaprex,Oral Use,Slovakia,Pharmagen Cz S.R.O.,Czech Republic,dmytrok@pharma-service.cz,420777188722
Anaprilīns,Oral Use,Latvia,Olpha As,Latvia,adr@olpha.eu,371 67013724
Anaprox,Oral Use,Greece,Galenica Sa,Greece,pv@galenica.gr,302105281805
Anaptivan,"Intramuscular Use ,Intravenous Use",Greece,Help Abee,Greece,safety@pharmassist-cro.com,30 210 65 60 700
Anaquetan Xr,Oral Use,Greece,Anabiosis S.A.,Greece,safety@pharmassist-cro.com,00302106560700
Anaquetan Xr,Oral Use,Portugal,Anabiosis Pc,Greece,safety@pharmassist.gr,00302106560700
Anaractil,Oral Use,United Kingdom (Northern Ireland),Northumbria Pharma Limited,United Kingdom (Northern Ireland),pharmacovigilance@pwstpharma.com,4401740618611
Anargil,Oral Use,Cyprus,Medochemie Ltd.,Cyprus,pharmacovigilance@medochemie.com,35725867600/+35799577638(24/7)
Anargil,Oral Use,Slovakia,Medochemie Ltd.,Cyprus,pharmacovigilance@medochemie.com,35725867600/+35799577638(24/7)
Anartex,Oral Use,Spain,Accord Healthcare S.L.U.,Poland,agatagesiewicz@lambda-cro.com,48 502 165 770
Anarthril,Oral Use,Greece,Galenica Sa,Greece,pv@galenica.gr,302105281805
Anasma,Inhalation Use,Spain,"Glaxosmithkline, S.A.",Belgium,ukmedinfo@gsk.com,44 (0)203-4501258
Anasma Accuhaler,Inhalation Use,Spain,"Glaxosmithkline, S.A.",Belgium,ukmedinfo@gsk.com,44 (0)203-4501258
Anasso,Oral Use,Italy,Farmitalia S.R.L.,Italy,maria.mammi@asgenia.it,39 340 8803382
Anastelb,Oral Use,Denmark,Stada Arzneimittel Ag,Germany,dso@stada.de,49 6101 603 214
Anastelb,Oral Use,Romania,Stada Arzneimittel Ag,Germany,dso@stada.de,49 6101 603 214
Anastelb,Oral Use,Sweden,Stada Arzneimittel Ag,Germany,dso@stada.de,49 6101 603 214
Anastelb Stada Arzneimittel,Oral Use,Finland,Stada Arzneimittel Ag,Germany,dso@stada.de,49 6101 603 214
"Anastrazol ""sandoz""",Oral Use,Denmark,1a Farma A/S,Germany,eu-qppv.office@sandoz.com,49 15118939555
Anastrazol Bluefish,Oral Use,Austria,Bluefish Pharmaceuticals Ab,Sweden,drugreaction@bluefishpharma.com,46 85 19 11 600
Anastrazol Bluefish,Oral Use,Poland,Bluefish Pharmaceuticals Ab,Sweden,drugreaction@bluefishpharma.com,46 85 19 11 600
Anastrazole Bluefish,Oral Use,Ireland,Bluefish Pharmaceuticals Ab,Sweden,drugreaction@bluefishpharma.com,46 85 19 11 600
Anastrazole Bristol Laboratories,Oral Use,United Kingdom (Northern Ireland),Bristol Laboratories Limited,Germany,info@bristol-labs.co.uk,0044 (0) 1442200922
Anastrella,Oral Use,Denmark,Orifarm Generics A/S,Denmark,Pharmacovigilance@orifarm.com,4563952700
Anastrella,Oral Use,Sweden,Orifarm Generics A/S,Denmark,Pharmacovigilance@orifarm.com,4563952700
Anastrella 28,Oral Use,Denmark,Orifarm Generics A/S,Denmark,Pharmacovigilance@orifarm.com,4563952700
Anastrella 28,Oral Use,Sweden,Orifarm Generics A/S,Denmark,Pharmacovigilance@orifarm.com,4563952700
Anastris,Oral Use,Croatia,Makpharm D.O.O.,Croatia,farmakovigilancija@makpharm.hr,385919549900
Anastrogen,Oral Use,Greece,Viogen Pharmaceuticals,Greece,stan.kollias@viogen.gr,302109417580
Anastrolan,Oral Use,Austria,G.L. Pharma Gmbh,Austria,pv@gl-pharma.at,43 3136 82577 60
Anastropuren,Oral Use,Germany,Eugia Pharma (Malta) Limited,Malta,eupvg@eugiapharma.com, 356 22294000
Anastrozol,Oral Use,Croatia,Jadran-Galenski Laboratorij D.D.,Croatia,karina.vukelic@jgl.hr,00 385 51 546 399
Anastrozol,Oral Use,Slovakia,Sandoz Pharmaceuticals D.D.,Germany,eu-qppv.office@sandoz.com,49 15118939555
Anastrozol +pharma,Oral Use,Austria,+pharma Arzneimittel Gmbh,Austria,drug.safety@genericon.at,43 316 9003
Anastrozol 1 A Pharma,Oral Use,Germany,1 A Pharma Gmbh,Germany,eu-qppv.office@sandoz.com,49 15118939555
Anastrozol 1a Pharma,Oral Use,Austria,1a Pharma Gmbh,Germany,eu-qppv.office@sandoz.com,49 15118939555
Anastrozol Accord,Oral Use,Austria,Accord Healthcare B.V.,Poland,agatagesiewicz@lambda-cro.com,48 502 165 770
Anastrozol Accord,Oral Use,Denmark,Accord Healthcare B.V.,Poland,agatagesiewicz@lambda-cro.com,48 502 165 770
Anastrozol Accord,Oral Use,Germany,Accord Healthcare B.V.,Poland,agatagesiewicz@lambda-cro.com,48 502 165 770
Anastrozol Accord,Oral Use,Netherlands,Accord Healthcare B.V.,Poland,agatagesiewicz@lambda-cro.com,48 502 165 770
Anastrozol Accord,Oral Use,Portugal,Accord Healthcare S.L.U.,Poland,agatagesiewicz@lambda-cro.com,48 502 165 770
Anastrozol Accord,Oral Use,Spain,Accord Healthcare S.L.U.,Poland,agatagesiewicz@lambda-cro.com,48 502 165 770
Anastrozol Actavis,Oral Use,Austria,Actavis Group Ptc Ehf.,Croatia,safety.europe@tevaeu.com,385 1 372 4563
Anastrozol Al,Oral Use,Germany,Aliud Pharma Gmbh,Germany,dso@stada.de,49 6101 603 214
Anastrozol Amarox,Oral Use,Netherlands,Amarox Pharma B.V.,Netherlands,safety@amaroxpharma.com,31850509801
Anastrozol Amperlem,Oral Use,Portugal,Towa Pharmaceutical S.A.,Spain,pharmacovigilance@towapharmaceutical.com,34 936411037
Anastrozol Aristo,Oral Use,Germany,Aristo Pharma Gmbh (Art 57),Germany,drug-safety@aristo-pharma.de,004930710944200
Anastrozol Aurovitas,Oral Use,Spain,Eugia Pharma (Malta) Limited,Malta,eupvg@eugiapharma.com,356 22294000
Anastrozol Azevedos,Oral Use,Portugal,"Laboratórios Azevedos - Indústria Farmacêutica, S.A.",Portugal,farmacovigilancia@azevedos-sa.pt,351214725927
Anastrozol Cinfa,Oral Use,Spain,Laboratorios Cinfa S.A.,Spain,farmacovigilancia@cinfa.com,0034 948 333 811
Anastrozol Combix,Oral Use,Spain,"Laboratorios Combix, S.L.U.",Spain,farmacovigilancia@combix.es,34628115773
Anastrozol Denk,Oral Use,Germany,Denk Pharma Gmbh & Co. Kg,Germany,drugsafety@denkpharma.de,0049 89 230029-0
Anastrozol Devatis,Oral Use,Germany,Devatis Gmbh,Portugal,adr.ae@pharsolution.com,351214643225
Anastrozol Devatis,Oral Use,Netherlands,Devatis Gmbh,Portugal,adr.ae@pharsolution.com,351214643225
Anastrozol Farmoz,Oral Use,Portugal,"Farmoz - Sociedade Técnico Medicinal, S.A.",Portugal,augusto.filipe@tecnimede.com,351210414119
Anastrozol Genericon,Oral Use,Austria,Genericon Pharma Gesellschaft M.B.H.,Austria,drug.safety@genericon.at,43 316 9003
Anastrozol Generis,Oral Use,Portugal,Eugia Pharma (Malta) Limited,Malta,eupvg@eugiapharma.com,356 222 94000
Anastrozol Germed,Oral Use,Portugal,"Germed Farmacêutica, Lda.",Portugal,pharmacovigilance.portugal@pharmalex.com,351214643225
Anastrozol Glenmark,Oral Use,Germany,Glenmark Arzneimittel Gmbh,Germany,GlobalPV@glenmarkpharma.com,49 8142 443920
Anastrozol Heumann,Oral Use,Germany,Heumann Pharma Gmbh & Co. Generica Kg,Germany,Medical.department@heumann.de,499114302364
Anastrozol Kern Pharma,Oral Use,Spain,"Kern Pharma, S.L.",Spain,farmacovigilancia@kernpharma.com,34 93 700 25 25
Anastrozol Liderfarm,Oral Use,Spain,"Farmalider, S.A.",Spain,farmacovigilancia@farmalider.com,34916612335
Anastrozol Medical Valley,Oral Use,Denmark,Medical Valley Invest Ab,Spain,safety@medicalvalley.se,34 619 275 590
Anastrozol Medical Valley,Oral Use,Norway,Medical Valley Invest Ab,Spain,safety@medicalvalley.se,34 619 275 590
Anastrozol Medical Valley,Oral Use,Sweden,Medical Valley Invest Ab,Spain,safety@medicalvalley.se,34 619 275 590
Anastrozol Mylan,Oral Use,Portugal,Viatris Limited,Italy,productsafety@viatris.com,39 02 61246439
Anastrozol Normon,Oral Use,Spain,"Laboratorios Normon, S.A.",Spain,safety@normon.com,34 635 92 68 57
Anastrozol Onkovis,Oral Use,Germany,Onkovis Gmbh,Germany,safety-onkovis@scratch-pv.com,49 6033 745355 0
Anastrozol Pch,Oral Use,Netherlands,Pharmachemie Bv,Croatia,safety.europe@tevaeu.com,385 1 372 4563
Anastrozol Pensa,Oral Use,Spain,Towa Pharmaceutical S.A.,Spain,pharmacovigilance@towapharmaceutical.com,34 936411037
Anastrozol Pharmacenter,Oral Use,Hungary,Pharmacenter Europe Kft.,Hungary,radmedpharma@radmedpharma.hu,36309219216
Anastrozol Pls,Oral Use,Portugal,"Pls Pharma, Produtos Farmacêuticos Lda",Portugal,ana.bento@pls.pt,351 919519671
Anastrozol Ratiopharm,Oral Use,Netherlands,Ratiopharm Gmbh,Croatia,safety.europe@tevaeu.com,385 1 372 4563
Anastrozol Ratiopharm,Oral Use,Slovakia,Ratiopharm Gmbh,Croatia,safety.europe@tevaeu.com,385 1 372 4563
Anastrozol Sandoz,Oral Use,Austria,Sandoz Gmbh,Germany,eu-qppv.office@sandoz.com,49 15118939555
Anastrozol Sandoz,Oral Use,Belgium,Sandoz,Germany,eu-qppv.office@sandoz.com,49 15118939555
Anastrozol Sandoz,Oral Use,Croatia,Sandoz D.O.O.,Germany,eu-qppv.office@sandoz.com,49 15118939555
Anastrozol Sandoz,Oral Use,Finland,1a Farma A/S,Germany,eu-qppv.office@sandoz.com,49 15118939555
Anastrozol Sandoz,Oral Use,Germany,Synthon Bv,Netherlands,drug.safety@synthon.com,31243727700
Anastrozol Sandoz,Oral Use,Spain,"Sandoz Farmacéutica, S.A.",Germany,eu-qppv.office@sandoz.com,49 15118939555
Anastrozol Sandoz,Oral Use,Sweden,1a Farma A/S,Germany,eu-qppv.office@sandoz.com,49 15118939555
Anastrozol Stada,Oral Use,Austria,Stada Arzneimittel Gmbh,Germany,dso@stada.de,49 6101 603 214
Anastrozol Stada,Oral Use,Germany,Stadapharm Gmbh,Germany,dso@stada.de,49 6101 603 214
Anastrozol Stada,Oral Use,Hungary,Stada Arzneimittel Ag,Germany,dso@stada.de,496101603214
Anastrozol Stada,Oral Use,Spain,"Laboratorio Stada, S.L.",Germany,dso@stada.de,49 6101 603 214
Anastrozol Sun,Oral Use,Germany,Sun Pharmaceuticals Germany Gmbh,Romania,drugsafetyeurope@sunpharma.com,40264501163
Anastrozol Sun,Oral Use,Netherlands,Sun Pharmaceutical Industries Europe B.V.,Romania,drugsafetyeurope@sunpharma.com,40264501163
Anastrozol Sun,Oral Use,Spain,Sun Pharmaceutical Industries Europe B.V.,Romania,drugsafetyeurope@sunpharma.com,40-264-501163
Anastrozol Synthon,Oral Use,Ireland,Synthon Bv,Netherlands,drug.safety@synthon.com,31243727700
Anastrozol Synthon,Oral Use,Netherlands,Synthon Bv,Netherlands,drug.safety@synthon.com,31243727700
Anastrozol Tarbis,Oral Use,Spain,"Tarbis Farma, S.L.",Netherlands,safety@amaroxpharma.com,34935659776
Anastrozol Tarbis Farma,Oral Use,Spain,"Tarbis Farma, S.L.",Netherlands,safety@amaroxpharma.com,34935659776
Anastrozol Terapia,Oral Use,Romania,Terapia S.A.,Romania,drugsafetyeurope@sunpharma.com,40730199839
Anastrozol Teva,Oral Use,Czech Republic,"Teva Pharmaceuticals Cr, S.R.O.",Croatia,safety.europe@tevaeu.com,385 1 372 4563
Anastrozol Teva,Oral Use,Portugal,Teva Pharma – Produtos Farmacêuticos Lda,Croatia,safety.europe@tevaeu.com,385 1 372 4563
Anastrozol Teva,Oral Use,Romania,Teva Pharmaceuticals S.R.L,Croatia,safety.europe@tevaeu.com,385 1 372 4563
Anastrozol Teva-Ratio,Oral Use,Spain,"Teva Pharma S.L.U.,",Croatia,safety.europe@tevaeu.com,385 1 372 4563
Anastrozol Tolife,Oral Use,Portugal,Towa Pharmaceutical S.A.,Spain,pharmacovigilance@towapharmaceutical.com,34 936411037
Anastrozol Torrefarma,Oral Use,Belgium,Torrefarma S.L.,Spain,pvtorrefarma@ntspharma.es,0034610016403
Anastrozol Viatris,Oral Use,Austria,Viatris Limited,Italy,productsafety@viatris.com,39 02 61246439
Anastrozol Viatris,Oral Use,Czech Republic,Viatris Limited,Italy,productsafety@viatris.com,39 02 61246439
Anastrozol Viatris,Oral Use,Netherlands,Viatris Limited,Italy,productsafety@viatris.com,39 02 61246439
Anastrozol Viatris,Oral Use,Spain,Viatris Limited,Italy,productsafety@viatris.com,39 02 61246439
Anastrozol Vir,Oral Use,Spain,"Industria Química Y Farmaceútica Vir, S.A.",Spain,farmacovigilancia@vir.es,669619416
Anastrozol Winthrop,Oral Use,Germany,Winthrop Arzneimittel Gmbh,Czech Republic,pharmacovigilance@zentiva.com,420602549911
Anastrozole,Oral Use,United Kingdom (Northern Ireland),Consilient Health Ltd,Netherlands,pvservices@propharmagroup.com,44 (0) 1423533518
Anastrozole Abz,Oral Use,Germany,Abz-Pharma Gmbh,Croatia,safety.europe@tevaeu.com,385 1 372 4563
Anastrozole Accord,Oral Use,Estonia,Accord Healthcare B.V.,Poland,agatagesiewicz@lambda-cro.com,48 502 165 770
Anastrozole Accord,Oral Use,France,Accord Healthcare France Sas,Poland,agatagesiewicz@lambda-cro.com,48 502 165 770
Anastrozole Accord,Oral Use,Hungary,Accord Healthcare Polska Sp. Z O.O.,Poland,agatagesiewicz@lambda-cro.com,48 502 165 770
Anastrozole Accord,Oral Use,Latvia,Accord Healthcare B.V.,Poland,agatagesiewicz@lambda-cro.com,48 502 165 770
Anastrozole Accord,Oral Use,Lithuania,Accord Healthcare B.V.,Poland,agatagesiewicz@lambda-cro.com,48 502 165 770
Anastrozole Accord,Oral Use,Sweden,Accord Healthcare B.V.,Poland,agatagesiewicz@lambda-cro.com,48 502 165 770
Anastrozole Accord Healthcare,Oral Use,United Kingdom (Northern Ireland),Accord Healthcare Limited,Poland,agatagesiewicz@lambda-cro.com,48 502 165 770
Anastrozole Accord Healthcare Ireland,Oral Use,Ireland,Accord Healthcare Ireland Limited,Poland,agatagesiewicz@lambda-cro.com,48 502 165 770
Anastrozole Alvogen,Oral Use,Iceland,Alvogen Ehf,Iceland,Sorina.Paiu@alvogen.com,004-0733170058
Anastrozole Alvogen,Oral Use,Iceland,Alvogen Ehf,Iceland,phv@dayzero.is,354 659 4144
Anastrozole Amarox,Oral Use,Denmark,Amarox Pharma B.V.,Netherlands,safety@amaroxpharma.com,31850509801
Anastrozole Amarox,Oral Use,Ireland,Amarox Pharma B.V.,Netherlands,safety@amaroxpharma.com,31850509801
Anastrozole Amarox,Oral Use,United Kingdom (Northern Ireland),Amarox Limited,Netherlands,safety@amaroxpharma.com,44(0)2039720005
Anastrozole Arrow,Oral Use,France,Arrow Generiques,Malta,pharmacovigilance.eu@aurobindo.com, 356 22294000
Anastrozole Arrow Lab,Oral Use,France,Eugia Pharma (Malta) Limited,Malta,eupvg@eugiapharma.com,356 22294000
Anastrozole Biogaran,Oral Use,France,Biogaran,France,pharmacovigilance@biogaran.fr,33 1 55 72 41 00
Anastrozole Bluefish,Oral Use,France,Bluefish Pharmaceuticals Ab,Sweden,drugreaction@bluefishpharma.com,46 85 19 11 600
Anastrozole Bluefish,Oral Use,Iceland,Bluefish Pharmaceuticals Ab,Sweden,drugreaction@bluefishpharma.com,46 85 19 11 600
Anastrozole Bluefish,Oral Use,Sweden,Bluefish Pharmaceuticals Ab,Sweden,drugreaction@bluefishpharma.com,46 85 19 11 600
Anastrozole Crescent Pharma Limited,Oral Use,United Kingdom (Northern Ireland),Crescent Pharma Limited,Malta,safety@crescentpharma.com,356 9925 3836
Anastrozole Cristers,Oral Use,France,Cristers,France,pharmacovigilance@medipha.eu,33169592300
Anastrozole Demo,Oral Use,Greece,Demo Abee,Greece,pv@demo.gr,00302108161802
Anastrozole Eg,Oral Use,Belgium,Eurogenerics N.V./S.A.,Germany,dso@stada.de,49 6101 603 214
Anastrozole Eg,Oral Use,France,Eg Labo Laboratoires Eurogenerics,Germany,dso@stada.de,49 6101 603 214
Anastrozole Eg,Oral Use,Luxembourg,Eurogenerics N.V./S.A.,Germany,dso@stada.de,49 6101 603 214
Anastrozole Elvim,Oral Use,Estonia,Sia Elvim,Latvia,pharm@elvim.lv,371 25494333
Anastrozole Elvim,Oral Use,Latvia,Sia Elvim,Latvia,pharm@elvim.lv,371 25494333
Anastrozole Elvim,Oral Use,Lithuania,Sia Elvim,Latvia,pharm@elvim.lv,371 25494333
Anastrozole Eugia,Oral Use,Poland,Eugia Pharma (Malta) Limited,Malta,eupvg@eugiapharma.com,356 22294000
Anastrozole Evolugen,Oral Use,France,Evolupharm,France,pharmacovigilance@medipha.eu, 33 1 69 59 23 00
Anastrozole Generics Uk,Oral Use,United Kingdom (Northern Ireland),Generics [uk] Limited,Italy,productsafety@viatris.com,39 02 61246439
Anastrozole Kent Pharmaceuticals,Oral Use,United Kingdom (Northern Ireland),Kent Pharmaceuticals Ltd.,Ireland,medical@kent-athlone.com,00353906661109
Anastrozole Krka,Oral Use,France,"Krka, D.D., Novo Mesto",Slovenia,pharmacovigilance.FR@krka.biz,0033 1 57 40 79 99
Anastrozole Milpharm,Oral Use,United Kingdom (Northern Ireland),Milpharm Limited,United Kingdom,pharmacovigilance.uk@aurobindo.com,44 2085893080
Anastrozole Morningside Healthcare,Oral Use,United Kingdom (Northern Ireland),Morningside Healthcare Ltd,Germany,medinfo@aspirepharma.co.uk, 44 (0) 1730 231148
Anastrozole Novumgen,Oral Use,United Kingdom (Northern Ireland),Novumgen Limited,United Kingdom,safety@novumgen.com,44 0203 096 2886
Anastrozole Pch,Oral Use,Netherlands,Pharmachemie Bv,Croatia,safety.europe@tevaeu.com,385 1 372 4563
Anastrozole Pharmacenter,Oral Use,Slovakia,Pharmevid S.R.O.,Hungary,pv@radmedpharma.hu,36309219216
Anastrozole Pliva,Oral Use,Croatia,Pliva Hrvatska D.O.O.,Croatia,safety.europe@tevaeu.com,385 1 372 4563
Anastrozole Pls,Oral Use,Malta,Pharmacare Premium Limited,Portugal,pharmacovigilance.portugal@pharmalex.com,351 214 643 224
Anastrozole Ratiopharm,Oral Use,Austria,Teva B.V,Croatia,safety.europe@tevaeu.com,385 1 372 4563
Anastrozole Ratiopharm,Oral Use,Germany,Ratiopharm Gmbh,Croatia,safety.europe@tevaeu.com,385 1 372 4563
Anastrozole Rowa Pharmaceuticals,Oral Use,Ireland,Rowa Pharmaceuticals Limited,Ireland,pv@rowa-pharma.ie,02750077
Anastrozole Sandoz,Oral Use,France,Sandoz,Germany,eu-qppv.office@sandoz.com,49 15118939555
Anastrozole Sandoz,Oral Use,United Kingdom (Northern Ireland),Sandoz Ltd,United Kingdom,jean.kilgour-christie@sandoz.net,49 1719110620
Anastrozole Sanoswiss,Oral Use,Estonia,Uab Sanoswiss,Lithuania,pv@sanoswiss.com,37070015140
Anastrozole Sanoswiss,Oral Use,Latvia,Uab Sanoswiss,Lithuania,pv@sanoswiss.com,37070015140
Anastrozole Sanoswiss,Oral Use,Lithuania,Uab Sanoswiss,Lithuania,pv@sanoswiss.com,37070015140
Anastrozole Substipharm,Oral Use,France,Substipharm,France,substipharm@vigipharm.fr,33 467107252
Anastrozole Sun Pharmaceutical Industries Europe,Oral Use,United Kingdom (Northern Ireland),Sun Pharmaceutical Industries Europe B.V.,Romania,drugsafetyeurope@sunpharma.com,40264501163
Anastrozole Teva,Oral Use,Belgium,Teva Pharma Belgium N.V./S.A,Croatia,safety.europe@tevaeu.com,385 1 372 4563
Anastrozole Teva,Oral Use,Estonia,Teva Pharma B.V.,Croatia,safety.europe@tevaeu.com,385 1 372 4563
Anastrozole Teva,Oral Use,Finland,Teva Sweden Ab,Croatia,safety.europe@tevaeu.com,385 1 372 4563
Anastrozole Teva,Oral Use,France,Teva Santé,Croatia,safety.europe@tevaeu.com,385 1 372 4563
Anastrozole Teva,Oral Use,Greece,Teva Pharma B.V.,Croatia,safety.europe@tevaeu.com,385 1 372 4563
Anastrozole Teva,Oral Use,Ireland,Teva Pharma B.V.,Croatia,safety.europe@tevaeu.com,385 1 372 4563
Anastrozole Teva,Oral Use,Latvia,Teva Pharma B.V.,Croatia,safety.europe@tevaeu.com,385 1 372 4563
Anastrozole Teva,Oral Use,Lithuania,Teva Pharma B.V.,Croatia,safety.europe@tevaeu.com,385 1 372 4563
Anastrozole Teva,Oral Use,Poland,Teva Pharmaceuticals Polska Sp. Z O.O.,Croatia,safety.europe@tevaeu.com,385 1 372 4563
Anastrozole Teva,Oral Use,Sweden,Teva Sweden Ab,Croatia,safety.europe@tevaeu.com,385 1 372 4563
Anastrozole Teva Uk,Oral Use,United Kingdom (Northern Ireland),Teva Uk Limited,Croatia,safety.europe@tevaeu.com,385 1 372 4563
Anastrozole Tillomed Laboratories,Oral Use,United Kingdom (Northern Ireland),Tillomed Laboratories Ltd,Romania,PVUK@tillomed.com,40 756119093
Anastrozole Torrent Pharma (Uk),Oral Use,United Kingdom (Northern Ireland),Torrent Pharma (Uk) Ltd.,Germany,drugsafety@torrentpharma.co.uk,44(0)1293574180
Anastrozole Viatris,Oral Use,France,Viatris Sante,Italy,productsafety@viatris.com,39 02 61246439
Anastrozole Wockhardt Uk,Oral Use,United Kingdom (Northern Ireland),Wockhardt Uk Ltd,United Kingdom,drug.safety@wockhardt.co.uk,44 1978 661261
Anastrozole Zentiva,Oral Use,France,Zentiva France,Czech Republic,pharmacovigilance@zentiva.com,420602549911
Anastrozole Zydus,Oral Use,France,Zydus France,France,pvfrance@Zydusfrance.com,33(0)659202143
Anastrozolo Alter,Oral Use,Italy,Laboratori Alter S.R.L.,Spain,agoicoecheag@grupo-alter.com,0034 91 343 33 20
Anastrozolo Aurobindo Italia,Oral Use,Italy,Eugia Pharma (Malta) Limited,Malta,eupvg@eugiapharma.com,356 22294000
Anastrozolo Doc Generici,Oral Use,Italy,Doc Generici S.R.L.,Italy,farmacovigilanza@docpharma.com,39 02 65534273
Anastrozolo Eg,Oral Use,Italy,Eg S.P.A.,Germany,dso@stada.de,49 6101 603 214
Anastrozolo Mylan Generics,Oral Use,Italy,Mylan S.P.A.,Italy,productsafety@viatris.com,39 02 61246439
Anastrozolo Pensa,Oral Use,Italy,Towa Pharmaceutical S.P.A.,Spain,pharmacovigilance@towapharmaceutical.com,34 936411037
Anastrozolo Sandoz,Oral Use,Italy,Sandoz S.P.A.,Germany,eu-qppv.office@sandoz.com,49 15118939555
Anastrozolo Sun,Oral Use,Italy,Sun Pharma France,Romania,drugsafetyeurope@sunpharma.com,40264501163
Anastrozolo Teva,Oral Use,Italy,Teva Italia S.R.L.,Croatia,safety.europe@tevaeu.com,385 1 372 4563
Anastrozolo Zentiva,Oral Use,Italy,Zentiva Italia S.R.L.,Czech Republic,pharmacovigilance@zentiva.com,420602549911
Anatera,Intravenous Use,Denmark,Alcon Nordic A/S,Netherlands,qa.complaints@alcon.com,353 2148 65220
Anatera,Intravenous Use,Iceland,Alcon Nordic A/S,Netherlands,qa.complaints@alcon.com,353 2148 65220
Anatera,Intravenous Use,Norway,Alcon Nordic A/S,Netherlands,qa.complaints@alcon.com,353 2148 65220
Anatera,Intravenous Use,United Kingdom (Northern Ireland),Alcon Eye Care Uk Limited,Netherlands,qa.complaints@alcon.com,353 2148 65220
Anaton,Oral Use,Slovenia,Lek Pharmaceuticals D.D. Ljubljana,Germany,eu-qppv.office@sandoz.com,49 15118939555
Anatop,Transdermal Use,Portugal,Sla Pharma (Ire) Limited,Ireland,drugsafety@pharmafile.ie,353 87 1019240
Anatrofer,Oral Use,Germany,Logenex Pharm Gmbh,Lithuania,info@logenex-pharm.com,49-(0)40-30953218
Anau,Oral Use,Czech Republic,Heaton K.S.,Czech Republic,jaromir.fric@heaton.cz,420 602 440 229
Anau,Oral Use,Malta,Heaton K.S.,Czech Republic,farmakovigilance@heaton.cz,420 602 440 229
Anau,Oral Use,Netherlands,Heaton K.S.,Czech Republic,jaromir.fric@heaton.cz,420 602 440 229
Anau,Oral Use,Slovakia,Heaton K.S.,Czech Republic,jaromir.fric@heaton.cz,420 602 440 229
Anauran,Auricular Use,Italy,Zambon Italia S.R.L.,Italy,drugsafety@zambongroup.com,39 026652 4444
Anaya,Oral Use,Czech Republic,Heaton K.S.,Czech Republic,jaromir.fric@heaton.cz,420602440229
Anazol,Oral Use,Finland,Avansor Pharma Oy,Netherlands,drug.safety@synthon.com,31243727700
Anbesol,Oromucosal Use,United Kingdom (Northern Ireland),Alliance Pharmaceuticals Ltd,Ireland,pharmacovigilance@alliancepharma.co.uk,44 (0)1249 466966
Anbesol Adult Strength,Oromucosal Use,United Kingdom (Northern Ireland),Alliance Pharmaceuticals Ltd,Ireland,pharmacovigilance@alliancepharma.co.uk,44 (0)1249 466966
Anbesol Anaesthetic Antiseptic,Oromucosal Use,Ireland,Alliance Pharma (Ireland) Limited,Ireland,Pharmacovigilance@alliancepharma.co.uk,44 (0)1249 466966
Anbinex,Intravenous Use,Czech Republic,"Instituto Grifols, S.A.",Spain,big.pharmacovigilance@grifols.com,3493 571 22 00
Anbinex,Intravenous Use,Germany,Grifols Deutschland Gmbh,Spain,big.pharmacovigilance@grifols.com,3493 571 22 00
Anbinex,Intravenous Use,Italy,"Instituto Grifols, S.A.",Spain,big.pharmacovigilance@grifols.com,3493 571 22 00
Anbinex,Intravenous Use,Poland,"Instituto Grifols, S.A.",Spain,big.pharmacovigilance@grifols.com,3493 571 22 00
Anbinex,Intravenous Use,Portugal,"Instituto Grifols, S.A.",Spain,big.pharmacovigilance@grifols.com,3493 571 22 00
Anbinex,Intravenous Use,Slovakia,"Instituto Grifols, S.A.",Spain,big.pharmacovigilance@grifols.com,3493 571 22 00
Anbinex,Intravenous Use,Spain,"Instituto Grifols, S.A.",Spain,big.pharmacovigilance@grifols.com,3493 571 22 00
Anchopriv,Oral Use,Greece,Pharmabelle Ltd,Greece,soumelas@uni-pharma.gr,30 210 8072512
Ancilleg,Oral Use,Italy,Sandoz S.P.A.,Germany,eu-qppv.office@sandoz.com,49 15118939555
Ancilleg,Oral Use,Greece,Sandoz Gmbh,Germany,eu-qppv.office@sandoz.com,49 15118939555
Ancotil,"Intraperitoneal Use ,Intravenous Use",United Kingdom (Northern Ireland),Viatris Products Limited,Italy,productsafety@viatris.com,39 02 61246439
Ancotil,Intravenous Use,Austria,Viatris Austria Gmbh,Italy,productsafety@viatris.com,39 02 61246439
Ancotil,Intravenous Use,France,Viatris Medical,Italy,productsafety@viatris.com,39 02 61246439
Ancotil,Intravenous Use,Germany,Viatris Healthcare Gmbh,Italy,productsafety@viatris.com,39 02 61246439
Ancotil,Intravenous Use,Italy,Viatris Italia S.R.L.,Italy,productsafety@viatris.com,39 02 61246439
Ancotil,Intravenous Use,Netherlands,Viatris Healthcare B.V.,Italy,productsafety@viatris.com,39 02 61246439
Ancotil,Intravenous Use,Sweden,Viatris Ab,Italy,productsafety@viatris.com,39 02 61246439
Ancotil,Oral Use,France,Viatris Medical,Italy,productsafety@viatris.com,39 02 61246439
Ancozan,Oral Use,Denmark,Sandoz A/S,Germany,eu-qppv.office@sandoz.com,49 15118939555
Ancozan Comp,Oral Use,Denmark,1a Farma A/S,Germany,eu-qppv.office@sandoz.com,49 15118939555
Andabra,Oral Use,Denmark,Pharmathen S.A.,Greece,emakrodouli@pharmathen.com,30 216 00 40 423
Andabra,Oral Use,Germany,Pharmathen S.A.,Greece,emakrodouli@pharmathen.com, +30 216 00 40 423
